school_name,rating,n_reviews,nces_name_plus_zipcode,state_name_public_school_latest_available_year,state_name_public_school_2020_21,state_abbr_public_school_latest_available_year,school_name_public_school_2020_21,school_id_nces_assigned_public_school_latest_available_year,agency_name_public_school_2020_21,agency_id_nces_assigned_public_school_latest_available_year,location_address_1_public_school_2020_21,location_address_2_public_school_2020_21,location_address_3_public_school_2020_21,location_zip_public_school_2020_21,school_type_public_school_2020_21,agency_type_district_2020_21,start_of_year_status_public_school_2020_21,updated_status_public_school_2020_21,effective_date_of_updated_status_public_school_2020_21,charter_school_public_school_2020_21,magnet_school_public_school_2020_21,locale_public_school_2020_21,school_wide_title_i_public_school_2020_21,title_i_eligible_school_public_school_2020_21,title_i_school_status_public_school_2020_21,latitude_public_school_2020_21,longitude_public_school_2020_21,state_school_id_public_school_2020_21,state_agency_id_public_school_2020_21,national_school_lunch_program_public_school_2020_21,virtual_school_status_sy_2016_17_onward_public_school_2020_21,charter_authorizer_state_id_primary_public_school_2020_21,school_level_sy_2017_18_onward_public_school_2020_21,lowest_grade_offered_public_school_2020_21,highest_grade_offered_public_school_2020_21,total_students_all_grades_excludes_ae_public_school_2020_21,american_indian_alaska_native_students_public_school_2020_21,asian_or_asian_pacific_islander_students_public_school_2020_21,hispanic_students_public_school_2020_21,black_or_african_american_students_public_school_2020_21,white_students_public_school_2020_21,nat_hawaiian_or_other_pacific_isl_students_public_school_2020_21,two_or_more_races_students_public_school_2020_21,full_time_equivalent_fte_teachers_public_school_2020_21,pupil_teacher_ratio_public_school_2020_21
SPEIGHT MIDDLE,3.7,6,SPEIGHT MIDDLE 27883,North Carolina,NORTH CAROLINA,NC,Speight Middle,370502002007,Wilson County Schools,3705020,5514 Old Stantonsburg Road,†,†,27883,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,42-Rural: Distant,1-Yes,1-Yes,5-Title I schoolwide school,35.6296,-77.8497,NC-980-380,NC-980,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Middle,6th Grade,8th Grade,334,"=""0""","=""0""",115,115,94,"=""0""",10,18.80,17.77
SPINDALE ELEMENTARY SCHOOL,3,1,SPINDALE ELEMENTARY SCHOOL 28160,North Carolina,NORTH CAROLINA,NC,Spindale Elementary School,370408001653,Rutherford County Schools,3704080,161 N Oak St,†,†,28160,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,32-Town: Distant,1-Yes,1-Yes,5-Title I schoolwide school,35.3602,-81.9335,NC-810-396,NC-810,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,378,"=""0""","=""0""",27,127,181,"=""0""",43,25.39,14.89
SPRING CREEK ELEMENTARY,5,5,SPRING CREEK ELEMENTARY 27534,North Carolina,NORTH CAROLINA,NC,Spring Creek Elementary,370488002498,Wayne County Public Schools,3704880,1050 St John Church Rd,†,†,27534,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,35.2824,-77.8725,NC-960-382,NC-960,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,4th Grade,834,2,3,521,82,208,3,15,60.75,13.73
SPRING CREEK HIGH,4.4,12,SPRING CREEK HIGH 28578,North Carolina,NORTH CAROLINA,NC,Spring Creek High,370488002499,Wayne County Public Schools,3704880,4340 Indian Springs Rd,†,†,28578,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,42-Rural: Distant,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,35.227,-77.8976,NC-960-386,NC-960,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,High,9th Grade,12th Grade,757,4,1,399,109,219,1,24,44.29,17.09
SPRING HILL MIDDLE,4.8,4,SPRING HILL MIDDLE 28352,North Carolina,NORTH CAROLINA,NC,Spring Hill Middle,370420002546,Scotland County Schools,3704200,22801 Airbase Road,†,†,28352,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,1-Yes,42-Rural: Distant,1-Yes,1-Yes,5-Title I schoolwide school,34.8692,-79.3774,NC-830-349,NC-830,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Middle,6th Grade,8th Grade,672,108,9,13,359,146,1,36,43.60,15.41
SPRING HOPE ELEMENTARY,3.9,11,SPRING HOPE ELEMENTARY 27882,North Carolina,NORTH CAROLINA,NC,Spring Hope Elementary,370327001356,Nash County Public Schools,3703270,401 McLean Street,†,†,27882,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,35.951,-78.1093,NC-640-376,NC-640,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,393,4,"=""0""",87,127,151,"=""0""",24,28.20,13.94
SPRING LAKE MIDDLE,3.9,14,SPRING LAKE MIDDLE 28390,North Carolina,NORTH CAROLINA,NC,Spring Lake Middle,370001100437,Cumberland County Schools,3700011,612 Spring Avenue,†,†,28390,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,21-Suburb: Large,1-Yes,1-Yes,5-Title I schoolwide school,35.1685,-78.9657,NC-260-428,NC-260,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,Middle,6th Grade,8th Grade,444,2,7,50,308,51,1,25,33.51,13.25
SPRING VALLEY ELEMENTARY,4.6,18,SPRING VALLEY ELEMENTARY 27703,North Carolina,NORTH CAROLINA,NC,Spring Valley Elementary,370126003115,Durham Public Schools,3701260,2051 Northern Durham Prky,†,†,27703,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,35.95612,-78.81522,NC-320-376,NC-320,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,580,"=""0""",13,160,292,83,1,31,46.76,12.40
SPRINGFIELD MIDDLE,5,11,SPRINGFIELD MIDDLE 27851,North Carolina,NORTH CAROLINA,NC,Springfield Middle,370502002008,Wilson County Schools,3705020,5551 Wiggins Mill Rd,†,†,27851,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,42-Rural: Distant,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,35.6763,-78.0299,NC-980-384,NC-980,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Middle,6th Grade,8th Grade,471,"=""0""",1,134,65,254,"=""0""",17,26.40,17.84
SPRINGMORE ELEMENTARY,5,6,SPRINGMORE ELEMENTARY 28152,North Carolina,NORTH CAROLINA,NC,Springmore Elementary,370090002509,Cleveland County Schools,3700900,616 McBrayer Homestead Road,†,†,28152,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,35.276,-81.6672,NC-230-364,NC-230,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,516,1,4,34,81,360,"=""0""",36,35.28,14.63
ST JAMES ELEMENTARY,4.5,8,ST JAMES ELEMENTARY 28037,North Carolina,NORTH CAROLINA,NC,St James Elementary,370268002674,Lincoln County Schools,3702680,1774 St James Church Road,†,†,28037,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,†,2-No,6-Not a Title I school,35.4853,-81.0161,NC-550-362,NC-550,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,Elementary,Prekindergarten,5th Grade,567,1,7,48,26,452,"=""0""",33,34.53,16.42
STALLINGS ELEMENTARY,4.7,13,STALLINGS ELEMENTARY 28104,North Carolina,NORTH CAROLINA,NC,Stallings Elementary,370462003022,Union County Public Schools,3704620,3501 Stallings Rd,†,†,28104,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,21-Suburb: Large,†,2-No,6-Not a Title I school,35.109,-80.6648,NC-900-358,NC-900,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,647,"=""0""",43,99,45,421,"=""0""",39,41.00,15.78
STANFIELD ELEMENTARY,3.9,15,STANFIELD ELEMENTARY 28163,North Carolina,NORTH CAROLINA,NC,Stanfield Elementary,370432001719,Stanly County Schools,3704320,101 Montgomery St,†,†,28163,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,31-Town: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,35.2304,-80.4266,NC-840-360,NC-840,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Kindergarten,5th Grade,323,"=""0""",2,68,3,236,"=""0""",14,20.45,15.79
STANLEY MIDDLE,4.3,11,STANLEY MIDDLE 28164,North Carolina,NORTH CAROLINA,NC,Stanley Middle,370162000713,Gaston County Schools,3701620,317 Hovis Road,†,†,28164,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,22-Suburb: Mid-size,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,35.3669,-81.1039,NC-360-500,NC-360,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Middle,6th Grade,8th Grade,742,"=""0""",11,79,72,542,"=""0""",38,36.40,20.38
STANLY ACADEMY LEARNING CENTER,3,3,STANLY ACADEMY LEARNING CENTER 28001,North Carolina,NORTH CAROLINA,NC,Stanly Academy Learning Center,370432003008,Stanly County Schools,3704320,1121 Austin Street,†,†,28001,4-Alternative/other school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,32-Town: Distant,1-Yes,1-Yes,5-Title I schoolwide school,35.362888,-80.209387,NC-840-370,NC-840,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,High,9th Grade,12th Grade,46,"=""0""","=""0""","=""0""",12,33,"=""0""",1,9.25,4.97
STANLY EARLY COLLEGE HIGH,1,1,STANLY EARLY COLLEGE HIGH 28001,North Carolina,NORTH CAROLINA,NC,Stanly Early College High,370432002890,Stanly County Schools,3704320,141 College Drive,†,†,28001,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,32-Town: Distant,2-No,1-Yes,1-Title I targeted assistance eligible school-No program,35.339441,-80.236162,NC-840-361,NC-840,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,High,9th Grade,13th Grade,197,1,19,30,21,120,"=""0""",6,8.57,22.99
STANTONSBURG ELEMENTARY,3.6,5,STANTONSBURG ELEMENTARY 27883,North Carolina,NORTH CAROLINA,NC,Stantonsburg Elementary,370502002009,Wilson County Schools,3705020,409 S Main St,†,†,27883,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,42-Rural: Distant,1-Yes,1-Yes,5-Title I schoolwide school,35.6035,-77.8279,NC-980-388,NC-980,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Kindergarten,5th Grade,168,"=""0""","=""0""",67,64,34,"=""0""",3,11.80,14.24
STAR ACADEMY,3.1,16,STAR ACADEMY 27546,North Carolina,NORTH CAROLINA,NC,STAR Academy,370201002117,Harnett County Schools,3702010,900 11th Street,†,†,27546,4-Alternative/other school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,31-Town: Fringe,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,35.3987,-78.8227,NC-430-345,NC-430,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,High,6th Grade,12th Grade,64,"=""0""","=""0""",5,48,10,"=""0""",1,9.50,6.74
STARMOUNT HIGH,2.6,10,STARMOUNT HIGH 27011,North Carolina,NORTH CAROLINA,NC,Starmount High,370504002020,Yadkin County Schools,3705040,2516 Longtown Rd,†,†,27011,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,42-Rural: Distant,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,36.1828,-80.7716,NC-990-326,NC-990,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,High,8th Grade,12th Grade,533,"=""0""","=""0""",140,24,344,"=""0""",25,34.66,15.38
STARMOUNT MIDDLE,3.5,6,STARMOUNT MIDDLE 27011,North Carolina,NORTH CAROLINA,NC,Starmount Middle,370504003099,Yadkin County Schools,3705040,2626 Longtown Rd,†,†,27011,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,42-Rural: Distant,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,36.1867,-80.7688,NC-990-325,NC-990,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Middle,6th Grade,9th Grade,511,"=""0""",4,154,22,317,1,13,29.76,17.17
STARS CHARTER,4.2,18,STARS CHARTER 28394,North Carolina,NORTH CAROLINA,NC,STARS Charter,370009102473,Sandhills Theatre Arts Renaiss,3700091,140 Southern Dunes Dr,†,†,28394,1-Regular school,7-Independent Charter District,1-Open,1-Open,12/14/2020,1-Yes,2-No,41-Rural: Fringe,1-Yes,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,35.21325,-79.331368,NC-63B-000,NC-63B,No,NOTVIRTUAL,"=""01SBE""",Other,Kindergarten,12th Grade,738,8,2,82,64,536,1,45,49.32,14.96
STARTOWN ELEMENTARY,4.8,6,STARTOWN ELEMENTARY 28658,North Carolina,NORTH CAROLINA,NC,Startown Elementary,370069000291,Catawba County Schools,3700690,4119 Startown Road,†,†,28658,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,22-Suburb: Mid-size,1-Yes,1-Yes,5-Title I schoolwide school,35.6391,-81.2699,NC-180-380,NC-180,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,6th Grade,534,"=""0""",52,70,11,350,"=""0""",51,34.57,15.45
STATESIDE ELEMENTARY,4.4,22,STATESIDE ELEMENTARY 28546,North Carolina,NORTH CAROLINA,NC,Stateside Elementary,370345003133,Onslow County Schools,3703450,132 Stateside Blvd,†,†,28546,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,34.85588,-77.48121,NC-670-347,NC-670,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Kindergarten,5th Grade,495,"=""0""",3,80,58,315,"=""0""",39,33.50,14.78
STATESVILLE HIGH,3.1,7,STATESVILLE HIGH 28677,North Carolina,NORTH CAROLINA,NC,Statesville High,370231002303,Iredell-Statesville Schools,3702310,474 N Center St,†,†,28677,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,21-Suburb: Large,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,35.7927,-80.892,NC-490-354,NC-490,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,High,9th Grade,12th Grade,854,"=""0""",13,199,409,193,"=""0""",40,59.14,14.44
STATESVILLE ROAD ELEMENTARY,4.7,6,STATESVILLE ROAD ELEMENTARY 28269,North Carolina,NORTH CAROLINA,NC,Statesville Road Elementary,370297001277,Charlotte-Mecklenburg Schools,3702970,5521 Milhaven Ln,†,†,28269,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,1-Yes,11-City: Large,1-Yes,1-Yes,5-Title I schoolwide school,35.296079,-80.846628,NC-600-546,NC-600,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Kindergarten,5th Grade,513,2,20,129,345,2,1,14,37.04,13.85
STEDMAN ELEMENTARY,4.7,3,STEDMAN ELEMENTARY 28391,North Carolina,NORTH CAROLINA,NC,Stedman Elementary,370001101848,Cumberland County Schools,3700011,7370 Clinton Road Hwy 24,†,†,28391,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,42-Rural: Distant,1-Yes,1-Yes,5-Title I schoolwide school,35.0134,-78.6962,NC-260-430,NC-260,Yes participating without using any Provision or the CEO,SUPPVIRTUAL,†,Elementary,Kindergarten,5th Grade,277,4,3,29,36,165,"=""0""",40,25.93,10.68
STEELE CREEK ELEMENTARY,4.5,15,STEELE CREEK ELEMENTARY 28273,North Carolina,NORTH CAROLINA,NC,Steele Creek Elementary,370297001278,Charlotte-Mecklenburg Schools,3702970,4100 Gallant Ln,†,†,28273,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,11-City: Large,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,35.1569,-80.9557,NC-600-549,NC-600,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Kindergarten,5th Grade,585,"=""0""",38,302,201,32,1,11,42.10,13.90
STEM EARLY COLLEGE @ NC A&T SU,4.3,6,STEM EARLY COLLEGE @ NC A&T SU 27411,North Carolina,NORTH CAROLINA,NC,STEM Early College @ NC A&T SU,370192003242,Guilford County Schools,3701920,402 Laurel Street,†,†,27411,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,11-City: Large,†,2-No,6-Not a Title I school,36.0778,-79.7729,NC-410-569,NC-410,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,High,9th Grade,12th Grade,187,1,39,12,75,48,1,11,8.50,22.00
STEM EARLY HIGH,2.4,5,STEM EARLY HIGH 27537,North Carolina,NORTH CAROLINA,NC,STEM Early High,370465003308,Vance County Schools,3704650,925 Garrett Road,†,†,27537,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,1-Yes,1-Yes,5-Title I schoolwide school,36.303202,-78.374122,NC-910-384,NC-910,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Middle,6th Grade,8th Grade,268,"=""0""",3,81,135,38,1,10,14.77,18.14
STERLING ELEMENTARY,4.4,16,STERLING ELEMENTARY 28134,North Carolina,NORTH CAROLINA,NC,Sterling Elementary,370297001279,Charlotte-Mecklenburg Schools,3702970,9601 China Grove Church Rd,†,†,28134,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,11-City: Large,1-Yes,1-Yes,5-Title I schoolwide school,35.1073,-80.8849,NC-600-550,NC-600,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,744,1,9,499,207,18,2,8,50.23,14.81
STERLING MONTESSORI ACADEMY,4.2,72,STERLING MONTESSORI ACADEMY 27560,North Carolina,NORTH CAROLINA,NC,Sterling Montessori Academy,370004602361,Sterling Montessori Academy,3700046,202 Treybrooke Drive,†,†,27560,1-Regular school,7-Independent Charter District,1-Open,1-Open,12/14/2020,1-Yes,2-No,21-Suburb: Large,†,2-No,6-Not a Title I school,35.8335,-78.8374,NC-92E-000,NC-92E,No,NOTVIRTUAL,"=""01SBE""",Elementary,Prekindergarten,8th Grade,616,18,235,20,34,286,15,8,32.57,18.91
STERNBERGER ELEMENTARY,5,1,STERNBERGER ELEMENTARY 27410,North Carolina,NORTH CAROLINA,NC,Sternberger Elementary,370192000799,Guilford County Schools,3701920,518 North Holden Road,†,†,27410,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,11-City: Large,†,2-No,6-Not a Title I school,36.0852,-79.8453,NC-410-568,NC-410,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,339,"=""0""",4,11,39,276,"=""0""",9,30.00,11.30
STEWART CREEK HIGH,3.3,3,STEWART CREEK HIGH 28208,North Carolina,NORTH CAROLINA,NC,Stewart Creek High,370037403333,Stewart Creek High School,3700374,2701-F Freedom Dr,†,†,28208,4-Alternative/other school,7-Independent Charter District,1-Open,1-Open,12/14/2020,1-Yes,2-No,11-City: Large,1-Yes,1-Yes,5-Title I schoolwide school,35.237039,-80.885907,NC-61L-000,NC-61L,No,NOTVIRTUAL,"=""01SBE""",High,9th Grade,12th Grade,191,"=""0""",3,52,113,11,"=""0""",12,9.00,21.22
STOCKS ELEMENTARY,3.7,6,STOCKS ELEMENTARY 27886,North Carolina,NORTH CAROLINA,NC,Stocks Elementary,370132001767,Edgecombe County Public Schools,3701320,400 Hope Lodge Street,†,†,27886,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,32-Town: Distant,1-Yes,1-Yes,5-Title I schoolwide school,35.9108,-77.5509,NC-330-354,NC-330,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,471,"=""0""","=""0""",59,350,46,"=""0""",16,35.50,13.27
STOKES EARLY COLLEGE HIGH SCHOOL,4.1,12,STOKES EARLY COLLEGE HIGH SCHOOL 27052,North Carolina,NORTH CAROLINA,NC,Stokes Early College High School,370438003129,Stokes County Schools,3704380,1165 Dodgetown Rd,†,†,27052,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,42-Rural: Distant,†,2-No,6-Not a Title I school,36.3747,-80.1826,NC-850-360,NC-850,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,High,9th Grade,13th Grade,175,"=""0""","=""0""",11,4,156,"=""0""",4,8.14,21.50
STOKESDALE ELEMENTARY,4.8,6,STOKESDALE ELEMENTARY 27357,North Carolina,NORTH CAROLINA,NC,Stokesdale Elementary,370192000851,Guilford County Schools,3701920,8025 US Highway 158,†,†,27357,1-Regular school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,†,2-No,6-Not a Title I school,36.2361,-79.9795,NC-410-571,NC-410,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Elementary,Prekindergarten,5th Grade,444,"=""0""",9,42,21,361,"=""0""",11,32.50,13.66
STONER-THOMAS SCHOOL,5,1,STONER-THOMAS SCHOOL 27292,North Carolina,NORTH CAROLINA,NC,Stoner-Thomas School,370114000460,Davidson County Schools,3701140,215 County School Road,†,†,27292,4-Alternative/other school,1-Regular local school district that is NOT a component of a supervisory union,1-Open,1-Open,12/14/2020,2-No,2-No,41-Rural: Fringe,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,35.818,-80.2011,NC-290-310,NC-290,Yes participating without using any Provision or the CEO,NOTVIRTUAL,†,Other,Kindergarten,12th Grade,97,"=""0""","=""0""",12,9,74,"=""0""",2,12.50,7.76
